ID;CodigoPrograma;GradoMinimo;GradoMaximo;Estado;NoAnual;Dias;Transporte;TipoPago;Precio;Seguro;SeguroCancelado;PorcentajeSeguro;PagoCancelado;Chaperones;LineaPobreza;Region;SegmentoCRM;TipoEscuela;ReunionPadres;MenorGradoEscuela;MayorGrado Escuela;TotalAlumnosEscuela;NivelIngresos;PagoFacil;ApoyoOficial;TipoPrograma;NuevoExistente;ParticipantesPago;TotalIngreso;Reuniones;DiasPrimeraReunion;DiasUltimaReunion;TipoGradoMinimo;TipoGradoMaximo;MesPartida;CodigoAgregacionPrograma;MismoGrado;ParticipantesEstudiantado;RatioPago;Tamano;Retenidos2020
114;HD;8;8;TX;0;4;A;NA;1658;12;3;0.706;2;1;C;Houston;10;PUBLIC;1;6;8;1450;L;0.235;0;East Coast;EXISTING;17;1658;1;192;192;Middle;Middle;March;H;1;0.011724138;0.944444444;L;1
115;HD;8;8;TX;0;4;A;NA;1463;5;5;0.357;5;2;C;Dallas;10;PUBLIC;1;6;8;995;I;0.071;0;East Coast;EXISTING;14;1463;1;177;177;Middle;Middle;March;H;1;0.014070352;0.875;L;1
116;HD;8;8;TN;0;4;A;NA;1299;6;7;0.857;9;1;B;Other;10;PUBLIC;1;6;8;923;O;0.143;0;East Coast;NEW;7;1299;1;165;165;Middle;Middle;March;H;1;0.007583965;0.875;L;1
117;HD;6;8;TX;0;4;A;NA;1703;3;2;0.6;4;1;B;Houston;10;PUBLIC;1;6;8;996;D;0.2;0;East Coast;EXISTING;5;1703;1;165;165;Middle;Middle;March;H;0;0.00502008;0.833333333;L;1
118;HD;8;8;TX;0;4;A;NA;1467;18;1;0.75;2;1;B;Houston;10;PUBLIC;1;6;8;1249;L;0.208;0;East Coast;EXISTING;24;1467;1;192;192;Middle;Middle;March;H;1;0.019215372;0.96;L;1
119;HD;7;7;IA;0;4;A;FR;1299;32;2;0.525;2;6;A;Other;10;PUBLIC;1;6;8;760;O;0.279;0;East Coast;NEW;61;1299;1;289;289;Middle;Middle;March;H;1;0.080263158;0.910447761;M-L;1
120;HD;6;8;TX;0;4;A;NA;1738;2;2;0.5;3;1;C;Houston;10;PUBLIC;1;6;8;900;E;0.5;0;East Coast;NEW;4;1738;2;305;185;Middle;Middle;March;H;0;0.004444444;0.8;L;0
121;HD;8;8;TX;0;4;A;NA;1637;13;3;0.722;3;2;B;Houston;10;PUBLIC;1;6;8;547;P;0.167;0;East Coast;EXISTING;18;1637;1;173;173;Middle;Middle;March;H;1;0.032906764;0.9;S-M;1
122;HD;7;8;AZ;0;4;A;NA;1624;9;5;0.692;7;2;C;Other;5;PUBLIC;1;K;8;1266;I;0;0;East Coast;EXISTING;13;1624;2;298;193;Middle;Middle;March;H;0;0.010268562;0.866666667;L;1
123;HD;5;6;TX;1;4;A;NA;1435;37;7;0.804;9;3;;Houston;5;CHD;1;1;12;675;A;0.217;0;East Coast;EXISTING;46;1435;1;177;177;Elementary;Middle;March;H;0;0.068148148;0.93877551;M-L;0
124;HD;8;8;TX;0;4;A;NA;1650;13;2;0.565;4;2;C;Houston;10;PUBLIC;1;6;8;919;H;0.174;0;East Coast;EXISTING;23;1650;2;291;184;Middle;Middle;March;H;1;0.025027203;0.92;L;1
125;HD;8;8;TN;0;4;A;NA;1560;10;1;0.833;1;1;B;Other;5;PUBLIC;1;6;8;900;Q;0.25;0;East Coast;EXISTING;12;1560;2;296;170;Middle;Middle;March;H;1;0.013333333;0.923076923;L;1
126;HD;7;8;AZ;0;4;A;NA;1677;7;6;0.539;6;1;C;Other;5;PUBLIC;1;K;8;875;N;0.154;0;East Coast;NEW;13;1677;1;207;207;Middle;Middle;March;H;0;0.014857143;0.928571429;L;1
127;HD;8;8;KS;0;4;A;NA;1733;9;1;0.75;1;4;A;Other;5;PUBLIC;1;7;8;638;O;0.417;0;East Coast;EXISTING;12;1733;1;165;165;Middle;Middle;March;H;1;0.018808777;0.75;M-L;1
128;HD;8;8;TX;0;5;A;FR;1853;11;3;0.647;3;2;B;Houston;10;PUBLIC;1;6;8;1318;P;0.294;0;East Coast;EXISTING;17;1853;1;179;179;Middle;Middle;March;H;1;0.012898331;0.894736842;L;1
129;HD;7;8;AZ;1;5;A;NA;1859;22;10;0.647;12;2;B;Other;5;PUBLIC;1;6;8;743;J;0.177;0;East Coast;NEW;34;1859;1;205;205;Middle;Middle;March;H;0;0.045760431;0.944444444;M-L;0
130;HD;7;8;TX;0;5;A;NA;1668;23;4;0.677;5;4;C;Dallas;10;PUBLIC;1;7;8;220;D;0.177;0;East Coast;EXISTING;34;1668;2;298;193;Middle;Middle;March;H;0;0.154545455;0.894736842;S;0
131;HD;8;8;TX;0;5;A;NA;1891;7;0;0.583;1;1;A;Houston;10;PUBLIC;1;7;8;429;N;0.083;0;East Coast;NEW;12;1891;1;303;303;Middle;Middle;March;H;1;0.027972028;0.923076923;S-M;0
132;HD;8;8;NM;0;5;A;NA;2021;4;1;0.5;9;2;C;Other;10;PUBLIC;1;6;8;509;B;0;0;East Coast;EXISTING;8;2021;1;193;193;Middle;Middle;March;H;1;0.015717092;0.8;S-M;1
133;HD;8;8;TX;0;5;A;NA;1781;20;2;0.769;2;2;;Houston;5;CHD;1;PK;12;717;I;0.385;0;East Coast;EXISTING;26;1781;2;319;184;Middle;Middle;March;H;1;0.036262204;0.928571429;M-L;1
134;HC;8;8;TX;0;5;A;NA;2058;19;9;0.633;8;3;B;Houston;10;PUBLIC;1;6;8;1514;Q;0.3;0;East Coast;EXISTING;30;2058;1;164;164;Middle;Middle;March;H;1;0.019815059;0.909090909;L;1
135;HD;8;8;TX;0;5;A;FR;1826;5;8;0.227;14;6;B;Dallas;10;PUBLIC;1;6;8;239;M;0.318;0;East Coast;NEW;22;1826;2;293;200;Middle;Middle;March;H;1;0.092050209;0.785714286;S;0
136;HD;8;8;TX;0;5;A;NA;1861;4;1;0.5;4;1;B;Houston;10;PUBLIC;1;6;8;947;O;0.125;0;East Coast;NEW;8;1861;1;151;151;Middle;Middle;March;H;1;0.00844773;0.888888889;L;0
137;HD;8;8;TX;0;5;A;NA;1887;7;3;0.778;3;1;B;Houston;5;PUBLIC;1;7;8;1077;M;0.222;0;East Coast;EXISTING;9;1887;1;179;179;Middle;Middle;March;H;1;0.008356546;0.9;L;1
138;HC;8;8;NM;0;6;A;FR;2265;38;6;0.559;9;8;C;Other;10;PUBLIC;1;6;8;625;I;0.118;0;East Coast;EXISTING;68;2265;1;192;192;Middle;Middle;March;H;1;0.1088;0.894736842;M-L;1
139;HC;8;8;AZ;0;5;A;NA;1998;11;2;0.786;2;2;A;Other;3;PUBLIC;1;6;8;449;P4;0.286;0;East Coast;NEW;14;1998;2;179;171;Middle;Middle;March;H;1;0.031180401;0.875;S-M;1
140;HD;7;8;AZ;0;6;A;NA;2153;6;3;0.857;5;1;B;Other;5;PUBLIC;1;7;8;783;O;0.143;0;East Coast;EXISTING;7;2153;2;283;193;Middle;Middle;March;H;0;0.008939974;0.875;M-L;1
141;HC;9;12;CA;0;5;A;NA;2008;3;1;0.273;2;2;B;Southern California;8;PUBLIC;0;9;9;740;L;0;0;East Coast;EXISTING;11;2008;0;NA;NA;High;High;March;H;0;0.014864865;0.846153846;M-L;1
142;HD;8;8;FL;0;6;B;NA;1284;30;6;0.625;9;8;B;Other;10;PUBLIC;1;6;8;1305;K;0.271;0;East Coast;EXISTING;48;1284;2;319;166;Middle;Middle;March;H;1;0.036781609;0.857142857;L;1
143;HD;8;8;TX;0;6;A;NA;1999;7;3;0.467;3;1;A;Houston;5;PUBLIC;1;6;8;1032;P;0.133;0;East Coast;EXISTING;15;1999;1;166;166;Middle;Middle;March;H;1;0.014534884;0.9375;L;1
144;SC;7;8;TX;0;7;A;NA;2298;11;1;0.688;2;3;B;Dallas;7;PUBLIC;1;7;8;497;E;0.375;0;Costa Rica;EXISTING;16;2298;2;313;173;Middle;Middle;March;S;0;0.032193159;0.842105263;S-M;1
145;HD;8;8;HI;0;6;A;NA;2485;5;1;0.313;3;2;E;Other;5;PUBLIC;1;6;8;650;O;0.125;0;East Coast;EXISTING;16;2485;2;318;199;Middle;Middle;March;H;1;0.024615385;0.888888889;M-L;1
146;IC;NA;NA;KS;0;8;A;NA;3129;0;0;0;1;1;A;Other;8;PUBLIC;1;9;12;650;N;0.2;0;International;NEW;10;3129;1;298;298;Undefined;Undefined;March;I;0;0.015384615;0.909090909;M-L;0
147;HD;8;8;TX;0;8;A;NA;2070;54;11;0.643;10;10;C;Dallas;10;PUBLIC;1;6;8;767;D;0.238;0;East Coast;EXISTING;84;2070;1;177;177;Middle;Middle;March;H;1;0.109517601;0.893617021;M-L;1
148;HD;6;8;TX;0;4;A;NA;1593;4;1;0.571;4;1;C;Houston;10;PUBLIC;1;6;8;1360;K;0.143;0;East Coast;EXISTING;7;1593;2;178;164;Middle;Middle;March;H;0;0.005147059;0.875;L;0
149;HD;8;8;TX;0;4;A;FR;1508;21;3;0.636;10;3;;Dallas;7;CHD;1;;NA;;;0.152;0;East Coast;EXISTING;33;1508;1;186;186;Middle;Middle;March;H;1;NA;0.916666667;;1
150;HD;8;8;TX;0;4;A;NA;1591;27;13;0.563;14;6;C;Dallas;10;PUBLIC;1;6;8;487;C;0.271;0;East Coast;EXISTING;48;1591;1;193;193;Middle;Middle;March;H;1;0.098562628;0.888888889;S-M;1
151;HD;8;8;TX;0;4;A;FR;1508;32;10;0.681;12;3;C;Dallas;10;PUBLIC;1;6;8;767;D;0.149;0;East Coast;EXISTING;47;1508;1;187;187;Middle;Middle;March;H;1;0.061277705;0.94;M-L;1
152;HD;7;8;TX;1;4;A;FR;1718;16;0;0.667;1;2;B;Dallas;10;PUBLIC;1;6;8;475;J;0.125;0;East Coast;EXISTING;24;1718;1;161;161;Middle;Middle;March;H;0;0.050526316;0.923076923;S-M;0
153;HD;7;8;TX;1;4;A;NA;1585;25;4;0.781;6;3;B;Dallas;10;PUBLIC;1;6;8;772;L;0.188;0;East Coast;EXISTING;32;1585;1;171;171;Middle;Middle;March;H;0;0.041450777;0.914285714;M-L;0
154;HD;8;8;KS;0;4;A;NA;1606;5;4;0.625;4;1;B;Other;10;PUBLIC;1;7;8;550;I;0.25;0;East Coast;EXISTING;8;1606;1;181;181;Middle;Middle;March;H;1;0.014545455;0.888888889;S-M;1
155;HD;8;8;TX;0;4;A;FR;1508;11;1;0.611;2;1;C;Dallas;10;CHD;1;6;8;;H;0.222;0;East Coast;EXISTING;18;1508;1;186;186;Middle;Middle;March;H;1;NA;0.947368421;;1
156;HD;8;8;TX;0;4;A;FR;1508;13;3;0.482;4;5;;Dallas;5;CHD;1;6;8;;H;0.185;0;East Coast;EXISTING;27;1508;1;186;186;Middle;Middle;March;H;1;NA;0.84375;;1
157;CD;8;8;TX;0;4;A;NA;1520;45;3;0.818;5;3;;Houston;5;CHD;0;PK;12;750;N;0.236;0;East Coast;EXISTING;55;1520;0;NA;NA;Middle;Middle;March;C;1;0.073333333;0.948275862;M-L;1
158;HD;8;8;TX;0;4;A;NA;1577;4;2;0.8;3;1;A;Dallas;5;PUBLIC;1;6;8;789;Q;0.2;0;East Coast;EXISTING;5;1577;2;327;166;Middle;Middle;March;H;1;0.006337136;0.833333333;M-L;1
159;HD;7;8;FL;0;4;A;NA;1336;21;6;0.75;7;3;B;Other;10;PUBLIC;1;6;8;1792;O;0.179;0;East Coast;EXISTING;28;1336;2;310;199;Middle;Middle;March;H;0;0.015625;0.903225806;L;1
160;HD;8;8;TX;0;4;A;NA;1508;30;12;0.652;13;3;C;Dallas;10;PUBLIC;1;6;8;895;C;0.13;0;East Coast;EXISTING;46;1508;1;186;186;Middle;Middle;March;H;1;0.051396648;0.93877551;L;1
161;HD;8;8;TX;0;4;A;NA;1600;4;0;0.5;0;1;;Dallas;7;CHD;1;;NA;;;0.375;0;East Coast;NEW;8;1600;2;185;151;Middle;Middle;March;H;1;NA;0.888888889;;1
162;HD;6;8;TX;0;4;A;NA;1557;7;1;1;5;1;A;Houston;4;PUBLIC;1;K;6;172;E;0.143;0;East Coast;NEW;7;1557;2;180;159;Middle;Middle;March;H;0;0.040697674;0.875;S;0
163;HC;6;7;OK;0;5;A;NA;2025;19;3;0.731;4;2;B;Other;4;PUBLIC;1;6;6;642;N;0.077;0;East Coast;EXISTING;26;2025;2;297;173;Middle;Middle;March;H;0;0.040498442;0.928571429;M-L;1
164;HD;6;8;TX;1;5;A;NA;1539;12;4;0.75;4;2;C;Houston;10;PUBLIC;1;6;8;380;I;0.125;0;East Coast;NEW;16;1539;1;195;195;Middle;Middle;March;H;0;0.042105263;0.888888889;S-M;0
165;HD;8;8;CA;0;5;A;NA;2069;10;0;0.435;0;3;;Northern California;5;Catholic;1;K;8;300;M;0.174;0;East Coast;EXISTING;23;2069;1;213;213;Middle;Middle;March;H;1;0.076666667;0.884615385;S;1
166;HC;7;8;AZ;0;5;A;FR;2288;1;1;0.059;1;2;C;Other;10;PUBLIC;1;K;8;331;F;0;0;East Coast;NEW;17;2288;1;199;199;Middle;Middle;March;H;0;0.051359517;0.894736842;S;0
167;HD;NA;NA;TX;0;6;A;NA;1680;29;14;0.644;14;4;B;Dallas;5;PUBLIC;1;7;8;704;O;0.222;0;East Coast;EXISTING;45;1680;2;194;166;Undefined;Undefined;March;H;0;0.063920455;0.918367347;M-L;1
168;SM;7;8;HI;0;6;A;NA;3114;5;1;1;3;2;E;Other;7;PUBLIC;0;6;8;663;L;0.2;0;Science;EXISTING;5;3114;0;NA;NA;Middle;Middle;March;S;0;0.007541478;0.714285714;M-L;1
169;HD;8;8;CA;0;5;A;NA;1624;13;2;0.464;4;3;B;Northern California;5;PUBLIC;1;K;8;790;M;0.143;0;East Coast;EXISTING;28;1624;1;200;200;Middle;Middle;March;H;1;0.035443038;0.903225806;M-L;1
170;CC;7;12;CA;0;6;A;NA;2099;16;14;0.516;17;4;;Southern California;5;CHD;1;PK;12;580;J;0.032;0;East Coast;NEW;31;2099;2;223;222;Middle;High;March;C;0;0.053448276;0.885714286;M-L;0
171;CD;8;8;CA;0;6;A;CP;2033;36;5;0.529;6;6;;Northern California;5;CHD;1;6;12;800;L;0.221;1;East Coast;EXISTING;68;2033;2;214;178;Middle;Middle;March;C;1;0.085;0.918918919;M-L;1
172;CD;5;6;OH;0;6;B;SA;1083;0;0;0;5;3;;Other;2;CHD;1;K;8;329;M;0;1;East Coast;EXISTING;51;1083;1;137;137;Elementary;Middle;March;C;0;0.155015198;0.944444444;S;1
173;HD;5;5;TX;0;5;A;NA;1688;16;7;0.552;7;3;C;Houston;4;PUBLIC;1;PK;5;600;I;0.172;0;East Coast;EXISTING;29;1688;2;325;178;Elementary;Elementary;March;H;1;0.048333333;0.90625;M-L;1
174;HD;8;8;NM;0;6;A;NA;2179;12;4;0.8;5;1;C;Other;5;PUBLIC;1;6;8;804;N;0.067;0;East Coast;NEW;15;2179;1;179;179;Middle;Middle;March;H;1;0.018656716;0.9375;M-L;1
175;HD;8;8;AK;0;7;A;NA;2899;6;2;0.4;2;2;B;Other;5;PUBLIC;0;6;8;334;M;0.133;0;East Coast;EXISTING;15;2899;0;NA;NA;Middle;Middle;March;H;1;0.04491018;0.882352941;S;1
176;HD;8;8;AK;0;7;A;NA;2279;6;1;0.857;2;1;B;Other;5;PUBLIC;1;7;8;388;M;0.286;0;East Coast;NEW;7;2279;2;320;166;Middle;Middle;March;H;1;0.018041237;0.875;S-M;1
177;HC;8;8;CA;0;6;A;NA;2049;4;3;0.174;2;2;B;Southern California;5;PUBLIC;1;6;8;966;M;0.087;0;East Coast;NEW;23;2049;1;143;143;Middle;Middle;March;H;1;0.023809524;0.92;L;0
178;HD;8;8;TN;0;3;A;NA;1159;12;11;0.6;19;2;C;Other;4;PUBLIC;1;6;6;300;F;0.1;0;East Coast;NEW;20;1159;2;195;182;Middle;Middle;March;H;1;0.066666667;0.909090909;S;0
179;HN;8;8;TX;0;4;A;NA;2226;4;2;1;2;1;C;Dallas;10;PUBLIC;1;6;8;220;G;0.25;0;East Coast;NEW;4;2226;1;300;300;Middle;Middle;March;H;1;0.018181818;0.8;S;0
180;HD;11;12;IA;1;4;A;NA;1249;16;2;0.615;5;3;B;Other;10;PUBLIC;1;PK;12;465;M;0.346;0;East Coast;EXISTING;26;1249;1;173;173;High;High;March;H;0;0.055913978;0.896551724;S-M;0
181;HD;7;8;TX;0;4;A;NA;1600;9;6;0.563;6;1;C;Houston;10;PUBLIC;1;PK;12;276;Z;0;0;East Coast;NEW;16;1600;1;158;158;Middle;Middle;March;H;0;0.057971014;0.941176471;S;1
182;CD;8;8;TX;0;4;A;NA;1524;8;1;0.444;2;1;;Houston;10;Private non-Christian;1;K;12;407;C;0.222;0;East Coast;EXISTING;18;1524;1;286;286;Middle;Middle;March;C;1;0.044226044;0.947368421;S-M;1
183;HN;8;8;TN;0;4;A;NA;1749;9;2;0.692;5;2;C;Other;10;PUBLIC;1;6;8;800;D;0.077;0;East Coast;EXISTING;13;1749;2;399;172;Middle;Middle;March;H;1;0.01625;0.866666667;M-L;0
184;HN;7;9;TX;0;4;A;NA;1799;7;3;1;2;2;B;Dallas;10;PUBLIC;1;7;8;269;K;0.143;0;East Coast;EXISTING;7;1799;2;293;160;Middle;High;March;H;0;0.026022305;0.777777778;S;1
185;SM;NA;NA;TX;0;4;A;NA;2217;6;5;0.857;8;1;C;Dallas;7;PUBLIC;1;7;9;977;H;0;0;Science;NEW;7;2217;1;130;130;Undefined;Undefined;March;S;0;0.00716479;0.875;L;0
186;HD;7;8;TX;0;5;A;NA;1414;23;9;0.742;8;4;B;Houston;5;PUBLIC;1;6;8;1019;O;0.258;0;East Coast;EXISTING;31;1414;1;186;186;Middle;Middle;March;H;0;0.030421982;0.885714286;L;0
187;HD;7;8;TX;0;5;A;NA;1651;9;3;0.529;4;4;B;Dallas;10;PUBLIC;0;7;8;525;L;0.118;0;East Coast;EXISTING;17;1651;0;NA;NA;Middle;Middle;March;H;0;0.032380952;0.80952381;S-M;1
188;HD;7;8;AZ;0;5;A;NA;1615;11;2;0.579;2;2;B;Other;10;PUBLIC;1;K;8;400;I;0.053;0;East Coast;EXISTING;19;1615;1;202;202;Middle;Middle;March;H;0;0.0475;0.904761905;S-M;1
189;HD;8;8;TX;0;5;A;NA;1638;14;3;0.5;4;2;B;Dallas;10;PUBLIC;1;6;8;853;O;0.286;0;East Coast;EXISTING;28;1638;2;307;196;Middle;Middle;March;H;1;0.032825322;0.933333333;L;1
190;HD;8;8;TX;0;5;A;FR;1576;25;6;0.676;10;4;D;Houston;10;PUBLIC;1;6;8;620;A;0.081;0;East Coast;EXISTING;37;1576;1;187;187;Middle;Middle;March;H;1;0.059677419;0.902439024;M-L;1
191;HD;8;NA;TX;0;5;A;NA;1576;15;2;0.75;4;2;D;Houston;5;PUBLIC;1;6;8;620;A;0.05;0;East Coast;EXISTING;20;1576;1;187;187;Middle;Undefined;March;H;0;0.032258065;0.909090909;M-L;1
192;HN;8;8;CA;0;5;A;NA;2550;17;8;0.63;9;3;B;Southern California;5;PUBLIC;1;6;8;1138;N;0.185;0;East Coast;EXISTING;27;2550;1;180;180;Middle;Middle;March;H;1;0.023725835;0.9;L;1
193;HN;8;8;CA;0;6;A;NA;2550;4;0;1;0;0;B;Southern California;5;PUBLIC;0;6;8;958;O;0;0;East Coast;EXISTING;4;2550;0;NA;NA;Middle;Middle;March;H;1;0.004175365;1;L;1
194;HD;7;8;OK;1;3;A;NA;1399;14;3;0.609;5;2;;Other;10;Catholic;1;PK;8;220;E;0.391;0;East Coast;EXISTING;23;1399;1;187;187;Middle;Middle;March;H;0;0.104545455;0.92;S;0
195;HD;8;12;MS;0;3;A;SA;1269;0;0;0;3;8;D;Other;4;PUBLIC;1;3;6;500;B;0;0;East Coast;NEW;43;1269;1;151;151;Middle;High;March;H;0;0.086;0.843137255;S-M;0
196;HD;7;8;TN;0;3;A;NA;1249;8;1;0.421;1;1;;Other;2;Private non-Christian;1;PK;8;245;A;0.053;0;East Coast;NEW;19;1249;1;166;166;Middle;Middle;March;H;0;0.07755102;0.95;S;0
197;HD;7;10;TX;0;4;A;NA;1600;15;6;0.882;8;2;C;Dallas;10;PUBLIC;1;7;8;198;F;0.294;0;East Coast;NEW;17;1600;1;195;195;Middle;High;March;H;0;0.085858586;0.894736842;S;1
198;HY;7;8;TX;1;4;A;NA;1585;31;13;0.738;15;3;B;Dallas;10;PUBLIC;1;6;8;379;N;0.333;0;East Coast;NEW;42;1585;1;315;315;Middle;Middle;March;H;0;0.110817942;0.933333333;S-M;0
199;HD;6;6;TX;0;4;A;CP;1967;6;0;0.546;0;2;;Dallas;4;CHD;1;PK;6;165;A;0.364;0;East Coast;EXISTING;11;1967;1;210;210;Middle;Middle;March;H;1;0.066666667;0.846153846;S;1
200;HD;7;7;LA;0;4;A;NA;1290;35;3;0.814;3;4;;Other;5;Private non-Christian;1;PK;12;700;B;0.349;0;East Coast;EXISTING;43;1290;1;181;181;Middle;Middle;March;H;1;0.061428571;0.914893617;M-L;0
201;HD;8;8;LA;0;4;A;NA;1489;21;2;0.618;4;2;;Other;5;Catholic;1;PK;8;482;K;0.441;0;East Coast;EXISTING;34;1489;2;295;176;Middle;Middle;March;H;1;0.070539419;0.944444444;S-M;1
202;HD;8;8;MN;0;4;A;NA;1569;4;6;0.667;6;2;C;Other;10;PUBLIC;1;6;8;512;J;0.167;0;East Coast;EXISTING;6;1569;1;183;183;Middle;Middle;March;H;1;0.01171875;0.75;S-M;1
203;HD;5;5;TX;0;4;A;NA;1621;26;7;0.65;7;3;B;Dallas;4;PUBLIC;1;K;5;820;M;0.125;0;East Coast;EXISTING;40;1621;2;369;168;Elementary;Elementary;March;H;1;0.048780488;0.930232558;L;1
204;HD;7;8;OH;0;4;B;NA;489;64;11;0.538;12;12;C;Other;10;PUBLIC;1;6;8;1016;F;0.067;1;East Coast;EXISTING;119;489;1;195;195;Middle;Middle;March;H;0;0.117125984;0.908396947;L;1
205;HD;8;8;TX;0;4;A;CP;1728;3;5;0.6;6;2;B;Houston;10;PUBLIC;1;6;8;757;O;0.2;0;East Coast;NEW;5;1728;2;307;160;Middle;Middle;March;H;1;0.00660502;0.714285714;M-L;1
206;CD;8;8;NM;0;5;A;NA;1936;21;6;0.724;6;3;0;Other;5;CHD;1;PK;12;1441;I;0.483;0;East Coast;EXISTING;29;1936;2;404;175;Middle;Middle;March;C;1;0.020124913;0.90625;L;1
207;HC;8;8;TX;0;5;A;NA;2101;12;1;0.923;1;1;B;Houston;10;PUBLIC;1;6;8;1019;N;0.077;0;East Coast;EXISTING;13;2101;1;181;181;Middle;Middle;March;H;1;0.012757605;0.928571429;L;0
208;HD;8;9;MI;1;3;B;NA;660;23;12;0.479;11;3;C;Other;2;PUBLIC;1;7;12;430;Z;0.083;0;East Coast;NEW;48;660;1;194;194;Middle;High;March;H;0;0.111627907;0.941176471;S-M;0
209;HD;8;8;TX;0;5;A;FR;1856;10;7;0.5;7;2;;Houston;10;Catholic;1;PK;8;357;N;0.3;0;East Coast;EXISTING;20;1856;2;315;303;Middle;Middle;March;H;1;0.056022409;0.909090909;S-M;1
210;HC;8;12;TX;1;5;A;NA;2043;15;10;0.577;6;2;;Dallas;10;CHD;1;PK;12;337;C;0.269;0;East Coast;NEW;26;2043;1;322;322;Middle;High;March;H;0;0.077151335;0.928571429;S;0
211;HD;7;8;AZ;1;5;A;NA;2049;4;1;0.8;0;1;B;Other;5;PUBLIC;1;K;8;920;P;0.2;0;East Coast;EXISTING;5;2049;1;180;180;Middle;Middle;March;H;0;0.005434783;0.833333333;L;0
212;HC;7;8;TX;0;5;A;NA;2294;6;0;0.667;0;1;B;Houston;5;PUBLIC;0;6;8;1153;Q;0.333;0;East Coast;EXISTING;9;2294;0;NA;NA;Middle;Middle;March;H;0;0.007805724;0.9;L;1
213;HN;6;8;TX;0;5;A;NA;2088;6;1;0.429;2;1;D;Houston;5;PUBLIC;1;6;8;812;M;0.5;0;East Coast;NEW;14;2088;1;187;187;Middle;Middle;March;H;0;0.017241379;0.933333333;L;0
214;HN;6;8;TX;0;5;A;NA;2049;8;15;0.667;20;2;C;Dallas;10;PUBLIC;1;6;8;880;E;0.5;0;East Coast;NEW;12;2049;1;173;173;Middle;Middle;March;H;0;0.013636364;0.857142857;L;1
215;HD;8;8;IA;0;6;B;NA;890;27;3;0.711;5;4;B;Other;10;PUBLIC;1;6;8;225;J;0.132;0;East Coast;NEW;38;890;1;299;299;Middle;Middle;March;H;1;0.168888889;0.904761905;S;1
216;HC;6;8;HI;1;11;A;NA;3479;32;1;0.842;1;4;;Other;5;CHD;1;7;12;600;J;0.237;1;East Coast;EXISTING;38;3479;1;187;187;Middle;Middle;March;H;0;0.063333333;0.904761905;M-L;1
217;HVP;8;8;NY;0;3;B;NA;439;51;9;0.472;13;10;C;Other;10;PUBLIC;1;6;8;811;L;0.111;0;East Coast;NEW;108;439;1;183;183;Middle;Middle;March;H;1;0.133168927;0.915254237;M-L;0
218;CD;8;8;TX;1;4;A;NA;1573;20;5;0.87;5;2;;Houston;10;Catholic;1;PK;8;222;Q;0.174;0;East Coast;NEW;23;1573;2;189;154;Middle;Middle;March;C;1;0.103603604;0.92;S;0
219;SK;7;8;CA;1;5;A;NA;1982;8;0;0.667;0;1;B;Northern California;7;PUBLIC;1;6;8;313;L;0.25;0;Science;EXISTING;12;1982;1;183;183;Middle;Middle;March;S;0;0.038338658;0.923076923;S;1
220;SK;8;8;TX;0;5;A;NA;2075;1;3;0.5;4;1;C;Houston;7;PUBLIC;1;6;8;1000;O;1;0;Science;EXISTING;2;2075;2;310;183;Middle;Middle;March;S;1;0.002;0.666666667;L;0
221;HVP;8;8;MI;0;5;B;NA;479;32;2;0.615;7;3;B;Other;10;PUBLIC;1;6;8;692;K;0.154;0;East Coast;NEW;52;479;1;176;176;Middle;Middle;March;H;1;0.075144509;0.945454545;M-L;1
222;SK;6;8;TX;0;5;A;NA;1898;0;4;0;5;1;B;Houston;6;PUBLIC;1;6;8;1101;Q;0.2;0;Science;NEW;5;1898;1;190;190;Middle;Middle;March;S;0;0.004541326;0.833333333;L;0
223;CVP;7;8;GA;0;3;B;NA;459;15;4;0.484;4;1;;Other;2;CHD;0;PK;8;760;P;0.065;0;East Coast;NEW;31;459;0;NA;NA;Middle;Middle;March;C;0;0.040789474;0.96875;M-L;0
224;SK;9;12;IL;0;5;A;SA;1857;0;0;0;0;2;;Other;7;Private non-Christian;1;PK;12;1020;L;0;0;Science;NEW;18;1857;1;28;28;High;High;March;S;0;0.017647059;0.9;L;0
225;HF;8;8;CA;0;1;B;SA;199;0;0;0;0;1;;Northern California;5;Catholic;0;K;8;260;L;0;1;CA History;EXISTING;27;199;0;NA;NA;Middle;Middle;March;H;1;0.103846154;0.964285714;S;1
226;HVP;8;8;NC;0;3;B;NA;359;17;5;0.486;6;3;;Other;7;PUBLIC;1;;NA;;;0.171;0;East Coast;NEW;35;359;1;182;182;Middle;Middle;March;H;1;NA;0.921052632;;1
227;HD;8;8;CO;0;4;A;NA;1539;7;2;0.5;3;2;B;Other;10;PUBLIC;1;6;8;230;L;0.286;0;East Coast;EXISTING;14;1539;1;203;203;Middle;Middle;March;H;1;0.060869565;0.875;S;1
228;HD;8;8;CA;0;5;A;SA;1731;0;0;0;1;5;;Northern California;5;Private non-Christian;0;6;12;480;Q;0;1;East Coast;EXISTING;52;1731;0;NA;NA;Middle;Middle;March;H;1;0.108333333;0.912280702;S-M;1
229;HS;4;4;CA;0;1;A;NA;396;3;0;0.1;2;1;B;Southern California;4;PUBLIC;0;K;6;527;Q;0.133;1;CA History;EXISTING;30;396;0;NA;NA;Elementary;Elementary;March;H;1;0.056925996;0.967741935;S-M;1
